period_covered,st_abbreviation,st_name,drug_spending,drug_rebates,spending_less_rebates,medicaid_state,medicaid_federal,medicaid_total,all_spending_state,all_spending_federal,all_spending_total,drugs_as_share_of_medicaid,medicaid_as_share_of_all_spending
2016,IL,Illinois,"$1,638,723,738.10","-$990,435,658.00","$648,288,080.10","$5,315,860,417.82","$10,706,467,507.94","$16,022,327,925.76","$38,603,660,417.82","$15,742,767,507.94","$54,346,427,925.76",4.05%,29.48%
2016,IN,Indiana,"$1,487,461,560.32","-$711,621,101.00","$775,840,459.32","$2,718,000,000.00","$8,553,000,000.00","$11,271,000,000.00","$18,958,000,000.00","$12,448,000,000.00","$31,406,000,000.00",6.88%,35.89%
2016,KS,Kansas,"$255,927,733.74","-$149,177,629.00","$106,750,104.74","$1,402,000,000.00","$1,815,000,000.00","$3,217,000,000.00","$11,488,400,000.00","$3,635,100,000.00","$15,123,500,000.00",3.32%,21.27%
2016,KY,Kentucky,"$1,167,811,439.38","-$615,912,728.00","$551,898,711.38","$2,088,000,000.00","$7,805,000,000.00","$9,893,000,000.00","$20,517,000,000.00","$12,182,000,000.00","$32,699,000,000.00",5.58%,30.25%
2016,LA,Louisiana,"$716,840,515.42","-$340,749,108.00","$376,091,407.42","$2,810,000,000.00","$5,220,000,000.00","$8,030,000,000.00","$18,480,163,648.00","$9,256,252,336.00","$27,736,415,984.00",4.68%,28.95%
2016,MA,Massachusetts,"$1,304,455,231.72","-$701,211,855.00","$603,243,376.72","$6,519,000,000.00","$8,623,000,000.00","$15,142,000,000.00","$50,238,000,000.00","$11,047,000,000.00","$61,285,000,000.00",3.98%,24.71%
2016,MD,Maryland,"$1,099,590,382.29","-$381,000,092.00","$718,590,290.29","$3,862,000,000.00","$6,031,000,000.00","$9,893,000,000.00","$28,745,000,000.00","$12,034,000,000.00","$40,779,000,000.00",7.26%,24.26%
2016,ME,Maine,"$223,669,686.95","-$177,569,157.00","$46,100,529.95","$1,050,000,000.00","$1,605,000,000.00","$2,655,000,000.00","$5,504,000,000.00","$2,536,000,000.00","$8,040,000,000.00",1.74%,33.02%
2016,MI,Michigan,"$1,947,014,785.44","-$1,062,430,604.00","$884,584,181.44","$4,708,000,000.00","$12,220,000,000.00","$16,928,000,000.00","$33,541,000,000.00","$20,872,000,000.00","$54,413,000,000.00",5.23%,31.11%
2016,MN,Minnesota,"$887,887,637.60","-$514,803,100.00","$373,084,537.60","$4,750,000,000.00","$6,444,000,000.00","$11,194,000,000.00","$26,481,096,000.00","$10,317,000,000.00","$36,798,096,000.00",3.33%,30.42%
2016,MO,Missouri,"$1,205,744,628.80","-$620,721,453.00","$585,023,175.80","$4,423,000,000.00","$4,730,000,000.00","$9,153,000,000.00","$16,951,580,000.00","$7,676,780,000.00","$24,628,360,000.00",6.39%,37.16%
2016,MS,Mississippi,"$479,419,549.37","-$292,349,924.00","$187,069,625.37","$1,352,200,000.00","$3,800,800,000.00","$5,153,000,000.00","$11,900,800,000.00","$7,865,800,000.00","$19,766,600,000.00",3.63%,26.07%
2016,MT,Montana,"$158,998,498.20","-$87,349,162.00","$71,649,336.20","$386,567,425.92","$909,304,943.99","$1,295,872,369.91","$4,014,063,483.31","$2,370,294,563.94","$6,384,358,047.25",5.53%,20.30%
2016,NC,North Carolina,"$1,736,403,998.84","-$1,129,679,098.00","$606,724,900.84","$4,999,800,000.00","$8,771,200,000.00","$13,771,000,000.00","$31,431,863,000.00","$13,007,420,000.00","$44,439,283,000.00",4.41%,30.99%
2016,ND,North Dakota,"$55,957,884.47","-$43,682,267.00","$12,275,617.47","$416,000,000.00","$730,000,000.00","$1,146,000,000.00","$5,852,000,000.00","$1,607,000,000.00","$7,459,000,000.00",1.07%,15.36%
2016,NE,Nebraska,"$168,680,631.89","-$91,556,749.00","$77,123,882.89","$956,500,000.00","$1,027,400,000.00","$1,983,900,000.00","$8,620,800,000.00","$2,988,800,000.00","$11,609,600,000.00",3.89%,17.09%
2016,NH,New Hampshire,"$88,469,531.12","-$73,348,562.00","$15,120,969.12","$761,000,000.00","$1,197,000,000.00","$1,958,000,000.00","$3,676,000,000.00","$2,158,000,000.00","$5,834,000,000.00",0.77%,33.56%
2016,NJ,New Jersey,"$1,694,990,095.82","-$706,270,605.00","$988,719,490.82","$5,049,000,000.00","$9,109,000,000.00","$14,158,000,000.00","$42,186,000,000.00","$14,354,000,000.00","$56,540,000,000.00",6.98%,25.04%
2016,NM,New Mexico,"$370,765,680.84","-$181,177,634.00","$189,588,046.84","$1,187,000,000.00","$4,225,000,000.00","$5,412,000,000.00","$10,708,000,000.00","$7,375,000,000.00","$18,083,000,000.00",3.50%,29.93%
2016,NV,Nevada,"$443,927,719.36","-$261,344,297.00","$182,583,422.36","$750,000,000.00","$2,476,000,000.00","$3,226,000,000.00","$8,266,500,000.00","$4,651,400,000.00","$12,917,900,000.00",5.66%,24.97%
2016,NY,New York,"$6,163,777,050.05","-$3,003,494,624.00","$3,160,282,426.05","$16,869,000,000.00","$31,226,000,000.00","$48,095,000,000.00","$101,231,000,000.00","$49,476,000,000.00","$150,707,000,000.00",6.57%,31.91%
2016,OH,Ohio,"$3,046,825,428.44","-$1,519,037,917.00","$1,527,787,511.44","$19,423,600,000.00","$6,016,900,000.00","$25,440,500,000.00","$55,000,700,000.00","$12,449,900,000.00","$67,450,600,000.00",6.01%,37.72%
2016,OK,Oklahoma,"$471,039,807.86","-$276,880,156.00","$194,159,651.86","$2,189,000,000.00","$3,151,000,000.00","$5,340,000,000.00","$15,063,000,000.00","$7,656,000,000.00","$22,719,000,000.00",3.64%,23.50%
2016,OR,Oregon,"$649,500,258.72","-$410,157,947.00","$239,342,311.72","$1,883,000,000.00","$6,419,000,000.00","$8,302,000,000.00","$26,949,565,758.08","$10,317,109,216.00","$37,266,674,974.08",2.88%,22.28%
2016,PA,Pennsylvania,"$2,771,235,126.66","-$1,412,319,533.00","$1,358,915,593.66","$11,947,000,000.00","$15,961,000,000.00","$27,908,000,000.00","$49,281,000,000.00","$27,073,000,000.00","$76,354,000,000.00",4.87%,36.55%
2016,RI,Rhode Island,"$205,770,998.34","-$104,829,778.00","$100,941,220.34","$1,073,000,000.00","$1,497,000,000.00","$2,570,000,000.00","$5,750,000,000.00","$2,877,000,000.00","$8,627,000,000.00",3.93%,29.79%
2016,SC,South Carolina,"$347,777,584.85","-$291,240,532.00","$56,537,052.85","$1,863,000,000.00","$4,396,000,000.00","$6,259,000,000.00","$15,334,000,000.00","$7,614,000,000.00","$22,948,000,000.00",0.90%,27.27%
2016,SD,South Dakota,"$119,961,073.38","-$29,667,665.00","$90,293,408.38","$375,000,000.00","$485,000,000.00","$860,000,000.00","$2,801,000,000.00","$1,371,000,000.00","$4,172,000,000.00",10.50%,20.61%
2016,TN,Tennessee,"$1,079,084,462.22","-$719,927,324.00","$359,157,138.22","$4,119,000,000.00","$6,859,000,000.00","$10,978,000,000.00","$19,366,000,000.00","$12,567,000,000.00","$31,933,000,000.00",3.27%,34.38%
2016,TX,Texas,"$3,338,224,073.01","-$2,082,117,650.00","$1,256,106,423.01","$17,778,000,000.00","$23,696,000,000.00","$41,474,000,000.00","$76,841,425,000.00","$45,913,000,000.00","$122,754,425,000.00",3.03%,33.79%
2016,UT,Utah,"$184,204,291.77","-$152,656,576.00","$31,547,715.77","$893,000,000.00","$1,655,000,000.00","$2,548,000,000.00","$10,061,000,000.00","$3,582,000,000.00","$13,643,000,000.00",1.24%,18.68%
2016,VA,Virginia,"$1,031,791,412.68","-$429,331,499.00","$602,459,913.68","$4,552,649,694.35","$4,316,936,303.52","$8,869,585,997.87","$39,251,919,564.28","$9,837,997,187.47","$49,089,916,751.75",6.79%,18.07%
2016,VT,Vermont,"$163,009,798.93","-$117,159,905.00","$45,849,893.93","$668,000,000.00","$971,000,000.00","$1,639,000,000.00","$3,570,000,000.00","$1,992,000,000.00","$5,562,000,000.00",2.80%,29.47%
2016,WA,Washington,"$1,061,569,943.77","-$550,991,910.00","$510,578,033.77","$2,278,000,000.00","$5,296,000,000.00","$7,574,000,000.00","$29,972,000,000.00","$11,807,000,000.00","$41,779,000,000.00",6.74%,18.13%
2016,WI,Wisconsin,"$1,119,974,188.56","-$705,449,605.00","$414,524,583.56","$4,223,350,000.00","$4,957,040,000.00","$9,180,390,000.00","$34,970,900,000.00","$10,759,400,000.00","$45,730,300,000.00",4.52%,20.08%
2016,WV,West Virginia,"$568,005,803.99","-$365,564,501.00","$202,441,302.99","$920,000,000.00","$2,610,000,000.00","$3,530,000,000.00","$11,666,000,000.00","$4,506,000,000.00","$16,172,000,000.00",5.73%,21.83%
2016,WY,Wyoming,"$34,157,622.12","-$31,504,068.00","$2,653,554.12","$290,000,000.00","$295,000,000.00","$585,000,000.00","$4,138,000,000.00","$978,000,000.00","$5,116,000,000.00",0.45%,11.43%
2015,AK,Alaska,"$73,410,185.37","-$37,779,047.00","$35,631,138.37","$668,703,100.00","$886,124,400.00","$1,554,827,500.00","$10,491,635,318.00","$2,944,721,213.00","$13,436,356,531.00",2.29%,11.57%
2015,AL,Alabama,"$619,355,202.35","-$330,843,330.00","$288,511,872.35","$1,928,000,000.00","$4,155,000,000.00","$6,083,000,000.00","$15,802,000,000.00","$9,385,000,000.00","$25,187,000,000.00",4.74%,24.15%
2015,AR,Arkansas,"$349,652,775.06","-$216,847,047.00","$132,805,728.06","$1,488,700,000.00","$4,765,000,000.00","$6,253,700,000.00","$16,709,600,000.00","$7,095,100,000.00","$23,804,700,000.00",2.12%,26.27%
2015,AZ,Arizona,"$957,727,753.56","-$395,300,040.00","$562,427,713.56","$2,872,000,000.00","$8,109,000,000.00","$10,981,000,000.00","$26,131,000,000.00","$13,156,000,000.00","$39,287,000,000.00",5.12%,27.95%
2015,CA,California,"$7,131,050,190.28","-$2,633,334,415.00","$4,497,715,775.28","$26,956,000,000.00","$52,656,000,000.00","$79,612,000,000.00","$160,295,000,000.00","$90,049,000,000.00","$250,344,000,000.00",5.65%,31.80%
2015,CO,Colorado,"$759,109,861.83","-$376,648,730.00","$382,461,131.83","$3,162,000,000.00","$4,584,000,000.00","$7,746,000,000.00","$25,678,000,000.00","$8,761,000,000.00","$34,439,000,000.00",4.94%,22.49%
2015,CT,Connecticut,"$1,162,626,366.84","-$583,484,331.00","$579,142,035.84","$3,496,000,000.00","$3,483,000,000.00","$6,979,000,000.00","$24,295,700,000.00","$5,919,000,000.00","$30,214,700,000.00",8.30%,23.10%
2015,DE,Delaware,"$204,668,023.23","-$129,510,683.00","$75,157,340.23","$698,000,000.00","$1,193,000,000.00","$1,891,000,000.00","$7,706,000,000.00","$2,063,000,000.00","$9,769,000,000.00",3.97%,19.36%
2015,FL,Florida,"$2,638,117,291.08","-$1,316,037,571.00","$1,322,079,720.08","$9,595,000,000.00","$12,955,000,000.00","$22,550,000,000.00","$47,155,000,000.00","$23,888,000,000.00","$71,043,000,000.00",5.86%,31.74%
2015,GA,Georgia,"$1,077,258,184.01","-$486,567,823.00","$590,690,361.01","$3,294,000,000.00","$6,563,000,000.00","$9,857,000,000.00","$31,680,000,000.00","$13,329,000,000.00","$45,009,000,000.00",5.99%,21.90%
2015,HI,Hawaii,"$1,011,790,682.10","-$60,965,665.00","$950,825,017.10","$729,000,000.00","$1,216,000,000.00","$1,945,000,000.00","$10,616,000,000.00","$2,257,000,000.00","$12,873,000,000.00",48.89%,15.11%
2015,IA,Iowa,"$444,719,915.52","-$258,829,650.00","$185,890,265.52","$2,075,000,000.00","$2,903,000,000.00","$4,978,000,000.00","$15,910,000,000.00","$6,295,000,000.00","$22,205,000,000.00",3.73%,22.42%
2015,ID,Idaho,"$176,360,391.46","-$104,535,145.00","$71,825,246.46","$693,000,000.00","$1,186,000,000.00","$1,879,000,000.00","$4,382,000,000.00","$2,661,600,000.00","$7,043,600,000.00",3.82%,26.68%
2015,IL,Illinois,"$1,396,623,959.88","-$577,654,951.00","$818,969,008.88","$7,289,713,335.61","$9,920,799,373.16","$17,210,512,708.77","$50,577,913,335.61","$14,365,499,373.16","$64,943,412,708.77",4.76%,26.50%
2015,IN,Indiana,"$1,142,672,141.06","-$615,695,229.00","$526,976,912.06","$2,686,000,000.00","$6,476,000,000.00","$9,162,000,000.00","$19,037,000,000.00","$10,305,000,000.00","$29,342,000,000.00",5.75%,31.22%
2015,KS,Kansas,"$256,730,321.97","-$224,705,554.00","$32,024,767.97","$1,463,000,000.00","$1,817,000,000.00","$3,280,000,000.00","$11,129,600,000.00","$3,959,800,000.00","$15,089,400,000.00",0.98%,21.74%
2015,KY,Kentucky,"$1,047,653,404.68","-$431,075,935.00","$616,577,469.68","$2,005,000,000.00","$7,517,000,000.00","$9,522,000,000.00","$18,984,000,000.00","$11,827,000,000.00","$30,811,000,000.00",6.48%,30.90%
2015,LA,Louisiana,"$744,262,120.69","-$385,171,704.00","$359,090,416.69","$2,892,000,000.00","$4,763,000,000.00","$7,655,000,000.00","$18,991,603,848.00","$8,762,251,803.00","$27,753,855,651.00",4.69%,27.58%
2015,MA,Massachusetts,"$1,130,324,824.02","-$541,922,511.00","$588,402,313.02","$6,206,000,000.00","$7,647,000,000.00","$13,853,000,000.00","$48,335,000,000.00","$10,014,000,000.00","$58,349,000,000.00",4.25%,23.74%
2015,MD,Maryland,"$1,028,159,106.83","-$504,629,318.00","$523,529,788.83","$3,957,000,000.00","$5,686,000,000.00","$9,643,000,000.00","$28,074,015,920.00","$11,916,872,684.00","$39,990,888,604.00",5.43%,24.11%
2015,ME,Maine,"$228,653,646.88","-$141,237,113.00","$87,416,533.88","$1,025,000,000.00","$1,510,000,000.00","$2,535,000,000.00","$5,308,000,000.00","$2,421,000,000.00","$7,729,000,000.00",3.45%,32.80%
2015,MI,Michigan,"$1,603,560,003.74","-$813,508,854.00","$790,051,149.74","$4,524,000,000.00","$11,528,000,000.00","$16,052,000,000.00","$32,466,000,000.00","$20,717,000,000.00","$53,183,000,000.00",4.92%,30.18%
2015,MN,Minnesota,"$858,384,933.83","-$436,934,872.00","$421,450,061.83","$4,642,000,000.00","$6,075,000,000.00","$10,717,000,000.00","$25,903,480,000.00","$9,888,000,000.00","$35,791,480,000.00",3.93%,29.94%
2015,MO,Missouri,"$1,235,983,739.02","-$542,184,846.00","$693,798,893.02","$4,197,000,000.00","$4,511,000,000.00","$8,708,000,000.00","$16,602,650,000.00","$7,495,120,000.00","$24,097,770,000.00",7.97%,36.14%
2015,MS,Mississippi,"$518,595,467.17","-$237,776,750.00","$280,818,717.17","$1,320,500,000.00","$3,555,300,000.00","$4,875,800,000.00","$12,075,000,000.00","$7,753,400,000.00","$19,828,400,000.00",5.76%,24.59%
2015,MT,Montana,"$100,950,922.92","-$60,884,260.00","$40,066,662.92","$362,000,000.00","$748,000,000.00","$1,110,000,000.00","$4,194,000,000.00","$2,189,000,000.00","$6,383,000,000.00",3.61%,17.39%
2015,NC,North Carolina,"$1,688,154,172.50","-$906,120,648.00","$782,033,524.50","$5,028,500,000.00","$8,752,000,000.00","$13,780,500,000.00","$30,636,960,000.00","$13,159,330,000.00","$43,796,290,000.00",5.67%,31.46%
2015,ND,North Dakota,"$56,517,112.22","-$31,225,628.00","$25,291,484.22","$438,000,000.00","$673,000,000.00","$1,111,000,000.00","$6,210,000,000.00","$1,713,000,000.00","$7,923,000,000.00",2.28%,14.02%
2015,NE,Nebraska,"$166,986,653.38","-$98,487,191.00","$68,499,462.38","$886,500,000.00","$968,200,000.00","$1,854,700,000.00","$8,057,400,000.00","$2,922,700,000.00","$10,980,100,000.00",3.69%,16.89%
2015,NH,New Hampshire,"$106,267,487.09","-$97,242,163.00","$9,025,324.09","$681,000,000.00","$936,000,000.00","$1,617,000,000.00","$3,517,000,000.00","$1,935,000,000.00","$5,452,000,000.00",0.56%,29.66%
2015,NJ,New Jersey,"$1,364,807,148.92","-$632,397,726.00","$732,409,422.92","$4,884,000,000.00","$8,899,000,000.00","$13,783,000,000.00","$40,949,000,000.00","$16,079,000,000.00","$57,028,000,000.00",5.31%,24.17%
2015,NM,New Mexico,"$288,004,958.98","-$200,779,256.00","$87,225,702.98","$1,129,000,000.00","$4,044,000,000.00","$5,173,000,000.00","$10,520,000,000.00","$6,580,000,000.00","$17,100,000,000.00",1.69%,30.25%
2015,NV,Nevada,"$354,786,828.35","-$180,975,019.00","$173,811,809.35","$727,000,000.00","$2,249,000,000.00","$2,976,000,000.00","$7,891,190,000.00","$3,795,400,000.00","$11,686,590,000.00",5.84%,25.47%
2015,NY,New York,"$5,375,022,920.29","-$2,204,431,937.00","$3,170,590,983.29","$16,276,000,000.00","$29,393,000,000.00","$45,669,000,000.00","$98,148,000,000.00","$45,743,000,000.00","$143,891,000,000.00",6.94%,31.74%
2015,OH,Ohio,"$2,639,458,455.75","-$1,068,012,889.00","$1,571,445,566.75","$16,786,200,000.00","$7,540,600,000.00","$24,326,800,000.00","$51,102,493,000.00","$13,993,965,000.00","$65,096,458,000.00",6.46%,37.37%
2015,OK,Oklahoma,"$468,671,676.74","-$228,904,953.00","$239,766,723.74","$2,254,000,000.00","$3,113,000,000.00","$5,367,000,000.00","$15,016,000,000.00","$7,372,000,000.00","$22,388,000,000.00",4.47%,23.97%
2015,OR,Oregon,"$617,705,245.29","-$283,968,167.00","$333,737,078.29","$1,947,000,000.00","$6,494,000,000.00","$8,441,000,000.00","$27,315,244,103.24","$10,023,081,955.00","$37,338,326,058.24",3.95%,22.61%
2015,PA,Pennsylvania,"$2,314,382,593.40","-$996,033,913.00","$1,318,348,680.40","$11,721,000,000.00","$13,295,000,000.00","$25,016,000,000.00","$47,579,000,000.00","$25,325,000,000.00","$72,904,000,000.00",5.27%,34.31%
2015,RI,Rhode Island,"$185,332,238.36","-$85,387,981.00","$99,944,257.36","$1,081,000,000.00","$1,500,000,000.00","$2,581,000,000.00","$5,588,000,000.00","$2,895,000,000.00","$8,483,000,000.00",3.87%,30.43%
2015,SC,South Carolina,"$313,796,619.56","-$244,651,526.00","$69,145,093.56","$1,862,000,000.00","$4,359,000,000.00","$6,221,000,000.00","$14,900,000,000.00","$7,715,000,000.00","$22,615,000,000.00",1.11%,27.51%
2015,SD,South Dakota,"$88,756,593.64","-$33,789,853.00","$54,966,740.64","$357,000,000.00","$488,000,000.00","$845,000,000.00","$2,635,000,000.00","$1,356,000,000.00","$3,991,000,000.00",6.50%,21.17%
2015,TN,Tennessee,"$964,246,236.35","-$608,528,624.00","$355,717,612.35","$3,952,000,000.00","$6,099,000,000.00","$10,051,000,000.00","$18,788,000,000.00","$12,052,000,000.00","$30,840,000,000.00",3.54%,32.59%
2015,TX,Texas,"$3,099,302,084.20","-$1,870,269,338.00","$1,229,032,746.20","$15,116,000,000.00","$21,403,000,000.00","$36,519,000,000.00","$70,361,255,000.00","$42,237,000,000.00","$112,598,255,000.00",3.37%,32.43%
2015,UT,Utah,"$179,718,869.29","-$111,861,915.00","$67,856,954.29","$854,000,000.00","$1,586,000,000.00","$2,440,000,000.00","$9,369,000,000.00","$3,497,000,000.00","$12,866,000,000.00",2.78%,18.96%
2015,VA,Virginia,"$1,022,617,026.42","-$322,309,422.00","$700,307,604.42","$4,113,880,000.00","$4,123,400,000.00","$8,237,280,000.00","$37,345,870,000.00","$9,705,930,000.00","$47,051,800,000.00",8.50%,17.51%
2015,VT,Vermont,"$164,482,790.69","-$96,919,163.00","$67,563,627.69","$628,000,000.00","$923,000,000.00","$1,551,000,000.00","$3,494,000,000.00","$1,939,000,000.00","$5,433,000,000.00",4.36%,28.55%
2015,WA,Washington,"$840,444,615.38","-$390,642,935.00","$449,801,680.38","$2,724,000,000.00","$5,401,000,000.00","$8,125,000,000.00","$28,581,000,000.00","$11,501,000,000.00","$40,082,000,000.00",5.54%,20.27%
2015,WI,Wisconsin,"$1,006,918,989.33","-$479,393,778.00","$527,525,211.33","$3,911,300,000.00","$4,968,800,000.00","$8,880,100,000.00","$35,019,900,000.00","$11,063,200,000.00","$46,083,100,000.00",5.94%,19.27%
2015,WV,West Virginia,"$534,438,546.72","-$305,133,043.00","$229,305,503.72","$920,000,000.00","$2,610,000,000.00","$3,530,000,000.00","$11,642,000,000.00","$4,306,000,000.00","$15,948,000,000.00",6.50%,22.13%
2015,WY,Wyoming,"$33,762,871.16","-$25,068,438.00","$8,694,433.16","$282,000,000.00","$286,000,000.00","$568,000,000.00","$4,138,000,000.00","$978,000,000.00","$5,116,000,000.00",1.53%,11.10%
2014,AK,Alaska,"$58,766,719.52","-$33,044,073.00","$25,722,646.52","$605,693,173.36","$817,303,036.25","$1,422,996,209.61","$8,693,700,000.00","$2,705,740,000.00","$11,399,440,000.00",1.81%,12.48%
2014,AL,Alabama,"$550,068,850.60","-$276,030,540.00","$274,038,310.60","$1,891,000,000.00","$3,920,000,000.00","$5,811,000,000.00","$15,632,000,000.00","$9,360,000,000.00","$24,992,000,000.00",4.72%,23.25%
2014,AR,Arkansas,"$351,859,884.28","-$137,226,339.00","$214,633,545.28","$1,221,500,000.00","$3,802,200,000.00","$5,023,700,000.00","$16,260,100,000.00","$6,503,300,000.00","$22,763,400,000.00",4.27%,22.07%
2014,AZ,Arizona,"$693,489,619.90","-$305,250,331.00","$388,239,288.90","$2,215,000,000.00","$7,115,000,000.00","$9,330,000,000.00","$22,423,000,000.00","$13,488,000,000.00","$35,911,000,000.00",4.16%,25.98%
2014,CA,California,"$5,128,927,854.89","-$2,246,181,748.00","$2,882,746,106.89","$27,446,000,000.00","$37,769,000,000.00","$65,215,000,000.00","$142,810,000,000.00","$72,583,000,000.00","$215,393,000,000.00",4.42%,30.28%
2014,CO,Colorado,"$579,641,219.75","-$224,716,117.00","$354,925,102.75","$3,727,000,000.00","$3,489,000,000.00","$7,216,000,000.00","$23,487,000,000.00","$7,859,000,000.00","$31,346,000,000.00",4.92%,23.02%
2014,CT,Connecticut,"$906,738,587.36","-$388,196,041.00","$518,542,546.36","$3,779,000,000.00","$2,992,000,000.00","$6,771,000,000.00","$22,808,500,000.00","$5,332,000,000.00","$28,140,500,000.00",7.66%,24.06%
2014,DE,Delaware,"$193,748,275.40","-$122,470,673.00","$71,277,602.40","$664,000,000.00","$1,001,000,000.00","$1,665,000,000.00","$7,705,000,000.00","$1,903,000,000.00","$9,608,000,000.00",4.28%,17.33%
2014,FL,Florida,"$2,350,233,432.95","-$1,109,883,066.00","$1,240,350,366.95","$9,071,000,000.00","$12,716,000,000.00","$21,787,000,000.00","$43,679,000,000.00","$24,354,000,000.00","$68,033,000,000.00",5.69%,32.02%
2014,GA,Georgia,"$944,467,376.89","-$439,142,990.00","$505,324,386.89","$3,139,000,000.00","$6,236,000,000.00","$9,375,000,000.00","$30,261,000,000.00","$13,184,000,000.00","$43,445,000,000.00",5.39%,21.58%
2014,HI,Hawaii,"$388,325,613.64","-$54,766,767.00","$333,558,846.64","$844,000,000.00","$1,112,000,000.00","$1,956,000,000.00","$10,437,000,000.00","$2,170,000,000.00","$12,607,000,000.00",17.05%,15.52%
2014,IA,Iowa,"$347,830,745.07","-$190,414,668.00","$157,416,077.07","$1,861,000,000.00","$2,390,000,000.00","$4,251,000,000.00","$13,603,000,000.00","$5,928,000,000.00","$19,531,000,000.00",3.70%,21.77%
2014,ID,Idaho,"$152,501,413.95","-$92,310,192.00","$60,191,221.95","$658,000,000.00","$1,262,000,000.00","$1,920,000,000.00","$4,251,000,000.00","$2,614,000,000.00","$6,865,000,000.00",3.13%,27.97%
2014,IL,Illinois,"$1,163,418,362.84","-$493,379,726.00","$670,038,636.84","$7,806,212,347.05","$8,286,077,272.52","$16,092,289,619.57","$47,476,212,347.05","$13,713,077,272.52","$61,189,289,619.57",4.16%,26.30%
2014,IN,Indiana,"$1,058,196,565.19","-$497,040,179.00","$561,156,386.19","$2,494,000,000.00","$6,225,000,000.00","$8,719,000,000.00","$17,282,000,000.00","$9,978,000,000.00","$27,260,000,000.00",6.44%,31.98%
2014,KS,Kansas,"$458,956,496.33","-$163,715,280.00","$295,241,216.33","$1,720,000,000.00","$1,583,000,000.00","$3,303,000,000.00","$10,823,000,000.00","$3,900,000,000.00","$14,723,000,000.00",8.94%,22.43%
2014,KY,Kentucky,"$788,256,312.84","-$260,486,997.00","$527,769,315.84","$1,892,000,000.00","$5,042,000,000.00","$6,934,000,000.00","$18,066,000,000.00","$9,767,000,000.00","$27,833,000,000.00",7.61%,24.91%
